Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,S1,S2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2023-12-03,15:11:46.990,-87,0,98,12,0,5,25,-81,100,11,51.499816 -0.095416,55.2,322.9,65,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,4,814,-112,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1454,1500,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:47.490,-90,0,100,10,0,5,25,-82,100,6,51.499795 -0.095418,55.2,322.9,65,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,19,814,34,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1507,1500,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:47.990,-94,0,99,7,0,5,25,-80,100,12,51.499775 -0.095421,55.2,322.9,65,12,11.3,13.3,847,54,0.0,0.0,-0.46,AIR,6.4,-1,47,1024,-2,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1513,2012,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:48.490,-94,0,99,9,0,5,25,-85,100,8,51.499754 -0.095424,55.2,322.9,65,12,11.3,13.3,847,54,0.0,0.0,-0.46,AIR,6.4,-1,150,1024,165,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1573,1566,2012,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:48.990,-90,0,98,11,0,5,25,-82,100,12,51.499734 -0.095427,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,6.4,-2,9,1024,2,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,2012,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:49.490,-89,0,96,11,0,5,25,-78,100,12,51.499713 -0.095430,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,6.4,-1,4,1024,24,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1502,1500,2012,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:49.990,-87,0,97,12,0,5,25,-79,100,11,51.499693 -0.095433,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,6.4,-1,105,944,28,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1504,1543,1972,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:50.490,-85,0,98,11,0,5,25,-74,100,13,51.499673 -0.095437,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,4.0,-1,3,944,-167,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1426,1500,1972,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:50.990,-83,0,99,13,0,5,25,-73,100,13,51.499652 -0.095441,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,4.0,-1,-1,944,-146,222,571,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1436,1500,1972,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:51.490,-82,0,100,12,0,5,25,-73,100,13,51.499632 -0.095445,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,4.0,-2,-4,944,82,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1531,1500,1972,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:51.990,-81,0,98,13,0,5,25,-73,100,14,51.499612 -0.095449,55.2,322.9,65,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,4.0,-1,-10,944,4,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:52.490,-82,0,99,13,0,5,25,-73,100,14,51.499591 -0.095454,43.5,320.1,92,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,4.0,-1,0,944,-2,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:52.990,-81,0,100,12,0,5,25,-72,100,13,51.499571 -0.095459,43.5,320.1,92,12,11.3,13.3,847,54,-0.48,0.05,-0.57,AIR,4.0,-2,1,944,-1,198,570,-1,1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,2012,1500,988,988,1599,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:53.490,-81,0,99,13,0,5,25,-71,100,13,51.499551 -0.095464,43.5,320.1,92,12,11.2,14.6,870,50,-0.48,0.05,-0.57,AIR,4.0,-1,-1,944,-1,208,570,-1,1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,2012,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:53.990,-80,0,97,13,0,5,25,-71,100,13,51.499530 -0.095469,43.5,320.1,92,12,11.2,14.6,870,50,-0.48,0.05,-0.57,AIR,4.0,-1,0,944,-5,208,570,-1,1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,2012,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:54.490,-80,0,98,12,0,5,25,-71,100,13,51.499510 -0.095475,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AIR,4.0,-1,-1,944,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:54.990,-80,0,97,12,0,5,25,-71,100,13,51.499490 -0.095480,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AIR,4.0,-1,-1,944,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:55.490,-80,0,100,12,0,5,25,-72,100,14,51.499470 -0.095486,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,4.0,-1,-1,944,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:55.990,-81,0,99,13,0,5,25,-72,100,12,51.499450 -0.095493,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,-0.5,-1,0,944,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:56.490,-81,0,99,12,0,5,25,-76,100,12,51.499430 -0.095499,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,-0.5,-2,-1,944,-131,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1444,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:56.990,-82,0,97,12,0,5,25,-75,100,12,51.499410 -0.095506,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,-0.5,-1,-1,944,-7,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:57.490,-85,0,100,13,0,5,25,-76,100,13,51.499389 -0.095513,43.5,320.1,92,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,-0.5,-1,-3,944,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:57.990,-92,0,99,8,0,5,25,-87,100,8,51.499369 -0.095520,59.8,326.2,109,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,-0.5,-1,-1,944,-188,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1415,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:58.490,-93,0,95,7,0,5,25,-87,100,9,51.499349 -0.095527,59.8,326.2,109,12,11.2,14.6,870,50,-0.06,-0.03,-0.53,AH,-0.5,-1,-1,944,-7,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:58.990,-95,0,93,8,0,5,25,-85,100,11,51.499329 -0.095535,59.8,326.2,109,12,11.5,3.6,882,61,-0.06,-0.03,-0.53,AH,-0.5,-2,-1,944,-1,208,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:59.490,-92,0,92,10,0,5,25,-80,100,12,51.499310 -0.095543,59.8,326.2,109,12,11.5,3.6,882,61,-0.06,-0.03,-0.53,AH,-0.5,-1,-1,944,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1972,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:59.990,-89,0,94,11,0,5,25,-79,100,12,51.499290 -0.095551,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,-0.5,-2,0,877,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1938,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:00.490,-87,0,98,12,0,5,25,-77,100,12,51.499270 -0.095559,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,-0.5,-1,0,539,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1769,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:00.990,-84,0,98,12,0,5,25,-76,100,13,51.499250 -0.095567,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,-0.5,-1,-1,482,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1741,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:01.490,-84,0,99,12,0,5,25,-72,100,9,51.499230 -0.095576,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,0.4,-1,0,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:01.990,-84,0,99,13,0,5,25,-75,100,13,51.499211 -0.095585,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,0.4,-1,0,780,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:02.490,-84,0,100,12,0,5,25,-74,100,11,51.499191 -0.095594,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,0.4,-1,0,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:02.990,-84,0,100,12,0,5,25,-76,100,12,51.499171 -0.095604,59.8,326.2,109,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,0.4,-2,1,780,0,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:03.490,-82,0,98,13,0,5,25,-74,100,13,51.499152 -0.095614,48.1,324.9,108,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,0.4,-1,1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:03.990,-83,0,97,12,0,5,25,-74,100,13,51.499132 -0.095623,48.1,324.9,108,12,11.5,3.6,882,61,0.02,0.0,-0.59,AH,0.4,-1,1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:04.490,-82,0,99,13,0,5,25,-75,100,12,51.499112 -0.095634,48.1,324.9,108,12,11.5,4.4,888,62,0.02,0.0,-0.59,AH,0.4,-2,0,780,-5,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:04.990,-82,0,99,12,0,5,25,-73,100,14,51.499093 -0.095644,48.1,324.9,108,12,11.5,4.4,888,62,0.02,0.0,-0.59,AH,0.4,-1,1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:05.490,-86,0,98,13,0,5,25,-87,100,7,51.499074 -0.095654,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.4,-2,4,780,-4,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:05.990,-96,0,95,6,0,5,25,-95,100,0,51.499054 -0.095665,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.4,-1,-1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:06.490,-102,0,95,1,0,5,25,-92,100,1,51.499035 -0.095676,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.4,-1,0,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:06.990,-100,0,94,4,0,5,25,-90,100,7,51.499016 -0.095687,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.4,-1,-1,780,-4,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:07.490,-98,0,99,4,0,5,25,-90,100,3,51.498996 -0.095699,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.0,-1,-1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:07.990,-96,0,97,5,0,5,25,-75,100,13,51.498977 -0.095711,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.0,-1,-1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:08.490,-88,0,99,12,0,5,25,-76,100,13,51.498958 -0.095722,48.1,324.9,108,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.0,-2,-1,780,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:08.990,-84,0,99,12,0,5,25,-73,100,12,51.498939 -0.095735,39.6,-326.86,109,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.0,-1,-1,780,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:09.490,-82,0,97,12,0,5,25,-73,100,14,51.498920 -0.095747,39.6,-326.86,109,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.0,-1,-1,780,-115,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1452,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:09.990,-83,0,98,13,0,5,25,-73,100,13,51.498901 -0.095759,39.6,-326.86,109,12,11.5,4.4,888,62,-0.03,0.0,-0.61,AH,0.0,-1,-1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:10.490,-82,0,100,12,0,5,25,-74,100,13,51.498882 -0.095772,39.6,-326.86,109,12,11.5,4.3,895,62,-0.03,0.0,-0.61,AH,0.0,-2,-1,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:10.990,-83,0,98,13,0,5,25,-76,100,13,51.498863 -0.095785,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,0,780,-2,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:11.490,-83,0,98,12,0,5,25,-76,100,13,51.498844 -0.095798,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,-1,780,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:11.990,-85,0,99,12,0,5,25,-75,100,12,51.498826 -0.095812,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,-1,780,0,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:12.490,-84,0,98,12,0,5,25,-75,100,13,51.498807 -0.095826,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,0,780,0,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:12.990,-85,0,99,12,0,5,25,-76,100,13,51.498788 -0.095839,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,0,780,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:13.490,-86,0,98,11,0,5,25,-78,100,12,51.498770 -0.095853,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,-1,780,-1,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:13.990,-86,0,99,12,0,5,25,-79,100,12,51.498751 -0.095868,39.6,-326.86,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,1,780,-5,208,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:14.490,-87,0,100,11,0,5,25,-80,100,12,51.498733 -0.095882,41.8,-325.16,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,3,780,-7,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:14.990,-89,0,95,12,0,5,25,-79,100,12,51.498715 -0.095897,41.8,-325.16,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,1,780,-5,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:12:15.490,-90,0,94,10,0,5,25,-80,100,12,51.498696 -0.095912,41.8,-325.16,109,12,11.5,4.3,895,62,-0.02,-0.02,-0.52,AH,0.0,-1,0,780,-5,208,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1890,1500,2012,988,988,1500,988,988,1604,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
